message;severity;node;stamp;location
"Oh no! I hit the wall! (Clamping from [x=-0.013176, y=3.617203])";"30";"turtlesim1.turtle1";"1696844092.852908029";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=3.383805])";"30";"turtlesim1.turtle3";"1696844092.850173654";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=3.383805])";"30";"turtlesim1.turtle2";"1696844092.849901677";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.013176, y=3.588042])";"30";"turtlesim1.turtle1";"1696844092.837542422";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=3.355080])";"30";"turtlesim1.turtle2";"1696844092.834232281";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=3.355080])";"30";"turtlesim1.turtle3";"1696844092.833966991";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.013176, y=3.558881])";"30";"turtlesim1.turtle1";"1696844092.821583659";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=3.326355])";"30";"turtlesim1.turtle3";"1696844092.818329204";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=3.326355])";"30";"turtlesim1.turtle2";"1696844092.818264756";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.013176, y=3.529719])";"30";"turtlesim1.turtle1";"1696844092.805770634";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=3.297630])";"30";"turtlesim1.turtle3";"1696844092.801563856";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=3.297630])";"30";"turtlesim1.turtle2";"1696844092.801610469";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.013176, y=3.500558])";"30";"turtlesim1.turtle1";"1696844092.789809912";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=3.268906])";"30";"turtlesim1.turtle2";"1696844092.785826600";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=3.268906])";"30";"turtlesim1.turtle3";"1696844092.785751091";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.013176, y=3.471397])";"30";"turtlesim1.turtle1";"1696844092.773534822";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=3.240181])";"30";"turtlesim1.turtle3";"1696844092.769866720";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=3.240181])";"30";"turtlesim1.turtle2";"1696844092.769859496";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.013176, y=3.442236])";"30";"turtlesim1.turtle1";"1696844092.757271534";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=3.211456])";"30";"turtlesim1.turtle3";"1696844092.753809710";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=3.211456])";"30";"turtlesim1.turtle2";"1696844092.753814554";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.013176, y=3.413074])";"30";"turtlesim1.turtle1";"1696844092.741362883";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=3.182731])";"30";"turtlesim1.turtle2";"1696844092.737829908";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=3.182731])";"30";"turtlesim1.turtle3";"1696844092.737731576";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.013176, y=3.383913])";"30";"turtlesim1.turtle1";"1696844092.725448670";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=3.154006])";"30";"turtlesim1.turtle2";"1696844092.722198033";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=3.154006])";"30";"turtlesim1.turtle3";"1696844092.721759247";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.013176, y=3.354752])";"30";"turtlesim1.turtle1";"1696844092.709379562";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=3.125282])";"30";"turtlesim1.turtle2";"1696844092.706272177";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=3.125282])";"30";"turtlesim1.turtle3";"1696844092.705656636";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.013176, y=3.325590])";"30";"turtlesim1.turtle1";"1696844092.693315284";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=3.096557])";"30";"turtlesim1.turtle3";"1696844092.689772580";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=3.096557])";"30";"turtlesim1.turtle2";"1696844092.689425549";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.013176, y=3.296429])";"30";"turtlesim1.turtle1";"1696844092.677412041";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=3.067832])";"30";"turtlesim1.turtle2";"1696844092.673983941";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=3.067832])";"30";"turtlesim1.turtle3";"1696844092.673865641";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.013176, y=3.267268])";"30";"turtlesim1.turtle1";"1696844092.661526403";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=3.039107])";"30";"turtlesim1.turtle3";"1696844092.658239596";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=3.039107])";"30";"turtlesim1.turtle2";"1696844092.658072839";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.013176, y=3.238107])";"30";"turtlesim1.turtle1";"1696844092.645550688";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=3.010382])";"30";"turtlesim1.turtle2";"1696844092.642278525";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=3.010382])";"30";"turtlesim1.turtle3";"1696844092.641901938";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.013176, y=3.208945])";"30";"turtlesim1.turtle1";"1696844092.629865898";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=2.981658])";"30";"turtlesim1.turtle2";"1696844092.626126434";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=2.981658])";"30";"turtlesim1.turtle3";"1696844092.625555683";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.013176, y=3.179784])";"30";"turtlesim1.turtle1";"1696844092.612929809";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=2.952933])";"30";"turtlesim1.turtle3";"1696844092.610118538";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=2.952933])";"30";"turtlesim1.turtle2";"1696844092.609373690";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.013176, y=3.150623])";"30";"turtlesim1.turtle1";"1696844092.597067706";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=2.924208])";"30";"turtlesim1.turtle3";"1696844092.594054239";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=2.924208])";"30";"turtlesim1.turtle2";"1696844092.593772954";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.013176, y=3.121461])";"30";"turtlesim1.turtle1";"1696844092.581432348";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=2.895483])";"30";"turtlesim1.turtle3";"1696844092.578275910";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=2.866758])";"30";"turtlesim1.turtle2";"1696844092.562480037";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=2.866758])";"30";"turtlesim1.turtle3";"1696844092.561502166";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.013176, y=3.063139])";"30";"turtlesim1.turtle1";"1696844092.549644475";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=2.838034])";"30";"turtlesim1.turtle2";"1696844092.545575110";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=2.838034])";"30";"turtlesim1.turtle3";"1696844092.545574989";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.013176, y=3.033977])";"30";"turtlesim1.turtle1";"1696844092.533640952";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=2.809309])";"30";"turtlesim1.turtle2";"1696844092.529858232";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.013176, y=3.004816])";"30";"turtlesim1.turtle1";"1696844092.517305317";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=2.780584])";"30";"turtlesim1.turtle3";"1696844092.514159399";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=2.780584])";"30";"turtlesim1.turtle2";"1696844092.513848137";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.013176, y=2.975655])";"30";"turtlesim1.turtle1";"1696844092.501043573";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=2.751859])";"30";"turtlesim1.turtle2";"1696844092.497902979";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=2.751859])";"30";"turtlesim1.turtle3";"1696844092.497880362";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.013176, y=2.946494])";"30";"turtlesim1.turtle1";"1696844092.485758347";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=2.723134])";"30";"turtlesim1.turtle3";"1696844092.481908068";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=2.723134])";"30";"turtlesim1.turtle2";"1696844092.481842814";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.013176, y=2.917332])";"30";"turtlesim1.turtle1";"1696844092.469849023";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=2.694410])";"30";"turtlesim1.turtle3";"1696844092.465784596";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=2.694410])";"30";"turtlesim1.turtle2";"1696844092.465784627";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.013176, y=2.888171])";"30";"turtlesim1.turtle1";"1696844092.452926602";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=2.665685])";"30";"turtlesim1.turtle3";"1696844092.450517135";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=2.665685])";"30";"turtlesim1.turtle2";"1696844092.450519530";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.013176, y=2.859010])";"30";"turtlesim1.turtle1";"1696844092.437276272";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=2.636960])";"30";"turtlesim1.turtle2";"1696844092.433655399";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=2.636960])";"30";"turtlesim1.turtle3";"1696844092.433645976";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.013176, y=2.829848])";"30";"turtlesim1.turtle1";"1696844092.421618567";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=2.608235])";"30";"turtlesim1.turtle2";"1696844092.417712041";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=2.608235])";"30";"turtlesim1.turtle3";"1696844092.417741802";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.013176, y=2.800687])";"30";"turtlesim1.turtle1";"1696844092.404942814";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=2.579511])";"30";"turtlesim1.turtle3";"1696844092.402084664";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=2.579511])";"30";"turtlesim1.turtle2";"1696844092.402023477";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.013176, y=2.771526])";"30";"turtlesim1.turtle1";"1696844092.389193565";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=2.550786])";"30";"turtlesim1.turtle2";"1696844092.386358143";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=2.550786])";"30";"turtlesim1.turtle3";"1696844092.386287733";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.013176, y=2.742364])";"30";"turtlesim1.turtle1";"1696844092.373532534";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=2.522061])";"30";"turtlesim1.turtle2";"1696844092.369704041";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=2.522061])";"30";"turtlesim1.turtle3";"1696844092.369654973";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.013176, y=2.713203])";"30";"turtlesim1.turtle1";"1696844092.357702748";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=2.493336])";"30";"turtlesim1.turtle2";"1696844092.354336836";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=2.493336])";"30";"turtlesim1.turtle3";"1696844092.354109933";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.013176, y=2.684042])";"30";"turtlesim1.turtle1";"1696844092.309007670";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=2.464611])";"30";"turtlesim1.turtle3";"1696844092.305571981";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=2.464611])";"30";"turtlesim1.turtle2";"1696844092.305504623";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.013176, y=2.654881])";"30";"turtlesim1.turtle1";"1696844092.293035778";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=2.435887])";"30";"turtlesim1.turtle3";"1696844092.289797524";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=2.435887])";"30";"turtlesim1.turtle2";"1696844092.289785070";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.013176, y=2.625719])";"30";"turtlesim1.turtle1";"1696844092.276911986";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=2.407162])";"30";"turtlesim1.turtle2";"1696844092.274137875";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=2.407162])";"30";"turtlesim1.turtle3";"1696844092.274081167";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.013176, y=2.596558])";"30";"turtlesim1.turtle1";"1696844092.261768380";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=2.378437])";"30";"turtlesim1.turtle3";"1696844092.257468917";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=2.378437])";"30";"turtlesim1.turtle2";"1696844092.257387662";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.013176, y=2.567397])";"30";"turtlesim1.turtle1";"1696844092.244867384";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=2.349712])";"30";"turtlesim1.turtle3";"1696844092.241703918";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=2.349712])";"30";"turtlesim1.turtle2";"1696844092.241545536";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.013176, y=2.538235])";"30";"turtlesim1.turtle1";"1696844092.229094585";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=2.320987])";"30";"turtlesim1.turtle3";"1696844092.225685847";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=2.320987])";"30";"turtlesim1.turtle2";"1696844092.225707508";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.013176, y=2.509074])";"30";"turtlesim1.turtle1";"1696844092.213341960";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=2.292263])";"30";"turtlesim1.turtle3";"1696844092.209898415";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=2.292263])";"30";"turtlesim1.turtle2";"1696844092.209859681";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.013176, y=2.479913])";"30";"turtlesim1.turtle1";"1696844092.197483814";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=2.263538])";"30";"turtlesim1.turtle2";"1696844092.193622574";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=2.263538])";"30";"turtlesim1.turtle3";"1696844092.193622925";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.013176, y=2.450752])";"30";"turtlesim1.turtle1";"1696844092.181580221";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=2.234813])";"30";"turtlesim1.turtle3";"1696844092.178389618";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=2.234813])";"30";"turtlesim1.turtle2";"1696844092.178389628";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.013176, y=2.421590])";"30";"turtlesim1.turtle1";"1696844092.165506085";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=2.206088])";"30";"turtlesim1.turtle3";"1696844092.162603740";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=2.206088])";"30";"turtlesim1.turtle2";"1696844092.162373642";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.013176, y=2.392429])";"30";"turtlesim1.turtle1";"1696844092.149459460";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=2.177363])";"30";"turtlesim1.turtle3";"1696844092.146073855";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=2.177363])";"30";"turtlesim1.turtle2";"1696844092.145944108";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.013176, y=2.363268])";"30";"turtlesim1.turtle1";"1696844092.133271476";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014103, y=2.148639])";"30";"turtlesim1.turtle3";"1696844092.130286243";"./src/turtle.cpp:update:260"
